LET THE GAMES BEGIN!
Time taken: 4.74380397797 to depth: 2
Time taken: 4.65941691399 to depth: 2
         8382042 function calls (8275398 primitive calls) in 19.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:21(dok_matrix)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       12    0.000    0.000    0.000    0.000 dual.py:50(register_func)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.001    0.001    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:243(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:8(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
     2024    0.002    0.000    0.017    0.000 fromnumeric.py:1563(any)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2(<module>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1706(vectorize)
      271    0.005    0.000    0.006    0.000 function_base.py:3220(add_newdoc)
        1    0.000    0.000    0.000    0.000 functions.py:3(<module>)
       13    0.000    0.000    0.000    0.000 functions.py:60(zeros)
        3    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
       29    0.000    0.000    0.000    0.000 genericpath.py:15(exists)
      166    0.000    0.000    0.001    0.000 genericpath.py:38(isdir)
      142    0.000    0.000    0.001    0.000 genericpath.py:85(_splitext)
       24    0.000    0.000    0.000    0.000 getlimits.py:11(_frz)
        2    0.000    0.000    0.032    0.016 getlimits.py:124(_init)
        4    0.000    0.000    0.000    0.000 getlimits.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:146(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:192(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:242(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:267(max)
        9    0.000    0.000    0.032    0.004 getlimits.py:91(__new__)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:104(showTimeout)
        9    0.013    0.001    0.110    0.012 gui.py:109(updateBoard)
        4    0.000    0.000    0.000    0.000 gui.py:139(getSquare)
       64    0.002    0.000    0.003    0.000 gui.py:142(putCircle)
      603    0.002    0.000    0.018    0.000 gui.py:145(drawTile)
        1    0.000    0.000    0.004    0.004 gui.py:28(showBoard)
        1    0.000    0.000    0.000    0.000 gui.py:39(returnObject)
        1    0.000    0.000    0.000    0.000 gui.py:40(__init__)
        1    0.572    0.572    2.464    2.464 gui.py:44(getPlayer)
        1    0.000    0.000    0.000    0.000 gui.py:7(GUI)
        1    0.000    0.000    0.214    0.214 gui.py:8(__init__)
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.003    0.003    0.004    0.004 hermite.py:59(<module>)
        1    0.003    0.003    0.004    0.004 hermite_e.py:59(<module>)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:104(<module>)
        1    0.000    0.000    0.000    0.000 info.py:14(<module>)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:167(<module>)
        1    0.000    0.000    0.000    0.000 info.py:175(<module>)
        1    0.000    0.000    0.000    0.000 info.py:18(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:50(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        7    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.017    0.017 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        7    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        7    0.000    0.000    0.000    0.000 inspect.py:743(getargs)
        7    0.000    0.000    0.000    0.000 inspect.py:803(getargspec)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:203(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:218(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:7(LinearOperator)
        1    0.000    0.000    0.001    0.001 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:66(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:67(combine)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.003    0.003    0.004    0.004 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lapack.py:5(<module>)
        1    0.001    0.001    0.001    0.001 lbfgsb.py:27(<module>)
        1    0.003    0.003    0.004    0.004 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.001    0.001    0.001    0.001 lil.py:15(lil_matrix)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.001    0.001    0.001    0.001 linesearch.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:85(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 locals.py:24(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.013    0.007    0.032    0.016 machar.py:114(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        2    0.000    0.000    0.032    0.016 machar.py:95(__init__)
        2    0.001    0.000   19.027    9.514 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000   18.872   18.872 main.py:8(main)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 menu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 menu.py:23(Pole)
        1    0.000    0.000    0.000    0.000 menu.py:43(get_position)
        1    0.000    0.000    0.002    0.002 menu.py:46(init)
        1    0.000    0.000    0.000    0.000 menu.py:52(draw)
        1    0.000    0.000    0.002    0.002 menu.py:68(createStructure)
        1    0.000    0.000    0.000    0.000 menu.py:7(Menu)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.001    0.001    0.039    0.039 nonlin.py:110(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1127(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1173(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1212(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1270(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:132(NoConvergence)
        7    0.001    0.000    0.001    0.000 nonlin.py:1429(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:211(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:381(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:442(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:509(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:619(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:639(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:855(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:948(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:992(Anderson)
       39    0.000    0.000    0.000    0.000 nosetester.py:137(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.001    0.001    0.001    0.001 numeric.py:1(<module>)
       18    0.000    0.000    0.000    0.000 numeric.py:1437(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        3    0.000    0.000    0.000    0.000 numeric.py:207(extend_all)
        4    0.000    0.000    0.000    0.000 numeric.py:2178(seterr)
        4    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
     2024    0.001    0.000    0.004    0.000 numeric.py:322(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:384(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:456(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:608(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:864(<lambda>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:1132(Brent)
        1    0.000    0.000    0.028    0.028 optimize.py:18(<module>)
        1    0.000    0.000    0.000    0.000 os.py:470(__setitem__)
        1    0.000    0.000    0.000    0.000 othello.py:14(Othello)
        1    0.000    0.000    2.682    2.682 othello.py:15(__init__)
        1    0.000    0.000    2.468    2.468 othello.py:21(showMenu)
        1    0.002    0.002    0.079    0.079 othello.py:3(<module>)
        1    0.000    0.000   16.190   16.190 othello.py:58(play)
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.001    0.001    0.002    0.002 pilutil.py:7(<module>)
      142    0.000    0.000    0.002    0.000 pkg_resources.py:1108(safe_name)
      136    0.000    0.000    0.001    0.000 pkg_resources.py:1116(safe_version)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1149(NullProvider)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1156(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1169(has_resource)
       29    0.000    0.000    0.001    0.000 pkg_resources.py:1172(has_metadata)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1175(get_metadata)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1180(get_metadata_lines)
       34    0.000    0.000    0.000    0.000 pkg_resources.py:1231(_fn)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1246(EggProvider)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1249(__init__)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:1253(_setup_prefix)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1272(DefaultProvider)
       27    0.000    0.000    0.000    0.000 pkg_resources.py:1275(_has)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1284(get_resource_stream)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1287(_get)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1297(EmptyProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1305(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1313(ZipProvider)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1323(_zipinfo_name)
        1    0.001    0.001    0.040    0.040 pkg_resources.py:14(<module>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1419(_index)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1436(_has)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1477(FileMetadata)
       88    0.000    0.000    0.000    0.000 pkg_resources.py:1489(__init__)
       42    0.000    0.000    0.000    0.000 pkg_resources.py:1492(has_metadata)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1518(PathMetadata)
       52    0.000    0.000    0.000    0.000 pkg_resources.py:1538(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1543(EggMetadata)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1559(ImpWrapper)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1580(ImpLoader)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1643(register_finder)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:165(ResolutionError)
       30    0.000    0.000    0.001    0.000 pkg_resources.py:1653(find_distributions)
        4    0.000    0.000    0.001    0.000 pkg_resources.py:1659(find_in_zip)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1682(find_nothing)
      166    0.003    0.000    0.015    0.000 pkg_resources.py:1686(find_on_path)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:169(VersionConflict)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:172(DistributionNotFound)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1726(register_namespace_handler)
       98    0.000    0.000    0.010    0.000 pkg_resources.py:1743(_handle_ns)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:175(UnknownExtra)
      5/3    0.000    0.000    0.004    0.001 pkg_resources.py:1764(declare_namespace)
       69    0.000    0.000    0.006    0.000 pkg_resources.py:1795(fixup_namespace_packages)
       52    0.000    0.000    0.001    0.000 pkg_resources.py:1805(file_ns_handler)
       17    0.000    0.000    0.002    0.000 pkg_resources.py:1827(normalize_path)
     1095    0.000    0.000    0.002    0.000 pkg_resources.py:1831(_normalize_cached)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1838(_set_parent_ns)
        6    0.000    0.000    0.000    0.000 pkg_resources.py:1846(yield_lines)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:185(register_loader_type)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1929(EntryPoint)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:194(get_provider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2052(Distribution)
      142    0.001    0.000    0.003    0.000 pkg_resources.py:2054(__init__)
      142    0.001    0.000    0.005    0.000 pkg_resources.py:2068(from_location)
      418    0.001    0.000    0.001    0.000 pkg_resources.py:2098(key)
        1    0.000    0.000    0.001    0.001 pkg_resources.py:215(get_build_platform)
       72    0.000    0.000    0.001    0.000 pkg_resources.py:2161(_get_metadata)
       69    0.000    0.000    0.014    0.000 pkg_resources.py:2166(activate)
      214    0.000    0.000    0.000    0.000 pkg_resources.py:2198(__getattr__)
        2    0.000    0.000    0.001    0.000 pkg_resources.py:2205(from_filename)
       69    0.001    0.000    0.002    0.000 pkg_resources.py:2257(insert_on)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2462(Requirement)
       84    0.002    0.000    0.003    0.000 pkg_resources.py:2530(_get_mro)
       78    0.000    0.000    0.000    0.000 pkg_resources.py:2533(cls)
       84    0.000    0.000    0.003    0.000 pkg_resources.py:2537(_find_adapter)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2587(_initialize)
       69    0.000    0.000    0.014    0.000 pkg_resources.py:2623(<lambda>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:329(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:370(IResourceProvider)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:411(WorkingSet)
        1    0.000    0.000    0.012    0.012 pkg_resources.py:414(__init__)
       30    0.000    0.000    0.019    0.001 pkg_resources.py:428(add_entry)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:44(_declare_state)
       70    0.000    0.000    0.000    0.000 pkg_resources.py:493(__iter__)
      142    0.001    0.000    0.002    0.000 pkg_resources.py:506(add)
        1    0.000    0.000    0.014    0.014 pkg_resources.py:673(subscribe)
       69    0.000    0.000    0.000    0.000 pkg_resources.py:681(_added_new)
        1    0.000    0.000    0.001    0.001 pkg_resources.py:698(Environment)
        1    0.000    0.000    0.001    0.001 pkg_resources.py:83(get_supported_platform)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:844(ExtractionError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:862(ResourceManager)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:866(__init__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:869(resource_exists)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:885(resource_stream)
        1    0.003    0.003    0.043    0.043 pkgdata.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
      118    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
       92    0.000    0.000    0.007    0.000 pkgutil.py:176(find_module)
       52    0.000    0.000    0.000    0.000 pkgutil.py:237(__init__)
        3    0.000    0.000    0.000    0.000 pkgutil.py:243(load_module)
        3    0.000    0.000    0.000    0.000 pkgutil.py:257(_reopen)
      128    0.000    0.000    0.000    0.000 pkgutil.py:366(get_importer)
        1    0.000    0.000    0.073    0.073 players.py:1(<module>)
        1    0.000    0.000    0.000    0.000 players.py:10(Player)
        1    0.000    0.000    0.000    0.000 players.py:11(__init__)
      787    0.004    0.000    2.361    0.003 players.py:123(evalState)
        4    0.000    0.000    1.608    0.402 players.py:19(flashTile)
        1    0.000    0.000    0.000    0.000 players.py:32(humanPlayer)
        3    1.110    0.370    5.862    1.954 players.py:33(getMove)
        1    0.000    0.000    0.000    0.000 players.py:53(compPlayer)
        1    0.000    0.000    0.000    0.000 players.py:54(__init__)
        2    0.000    0.000   10.207    5.104 players.py:60(getMove)
   2029/2    0.022    0.000    9.403    4.702 players.py:79(minimaxWalphaBeta)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:3(<module>)
        1    0.004    0.004    0.004    0.004 polynomial.py:54(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:928(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
      142    0.000    0.000    0.001    0.000 posixpath.py:104(splitext)
        5    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
      117    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
      438    0.001    0.000    0.002    0.000 posixpath.py:139(islink)
      110    0.001    0.000    0.001    0.000 posixpath.py:321(normpath)
      110    0.000    0.000    0.001    0.000 posixpath.py:350(abspath)
      109    0.001    0.000    0.007    0.000 posixpath.py:364(realpath)
       17    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
      219    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
      675    0.002    0.000    0.003    0.000 posixpath.py:68(join)
       12    0.000    0.000    0.000    0.000 posixpath.py:89(split)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        5    0.000    0.000    0.000    0.000 precision.py:15(_get_precisions)
        1    0.000    0.000    0.000    0.000 precision.py:21(_fill_table)
        1    0.000    0.000    0.000    0.000 precision.py:28(PrecisionError)
       23    0.000    0.000    0.000    0.000 precision.py:31(_lookup)
        1    0.000    0.000    0.000    0.000 precision.py:6(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:651(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
      117    0.000    0.000    0.001    0.000 re.py:134(match)
      278    0.000    0.000    0.002    0.000 re.py:144(sub)
       34    0.000    0.000    0.021    0.001 re.py:188(compile)
      429    0.001    0.000    0.023    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 slsqp.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sndarray.py:57(<module>)
